"ChEMBL ID";"Assay Type";"Description";"Organism";"Compounds";"Activities";"BAO Format ID";"BAO Format";"Confidence Score";"Confidence Label";"Strain";"Source";"Tax ID";"Assay Type";"Tissue ChEMBL ID";"Tissue Name";"Cell Type";"Subcellular Fraction";"Document ChEMBL ID";"PubMed ID";"DOI";"Year";"Journal";"Volume";"First Page";"Last Page";"Assay Parameters";"Assay Classification L1";"Assay Classification L2";"Assay Classification L3";"Variant Sequence Accession";"Variant Sequence Mutation"
"CHEMBL4313923";"A";"Binding affinity to bovine milk beta-casein in phosphate buffer assessed as compound lifetime at 530 nm at 5 uM measured at pH 8 by fluorescence emission spectrum analysis";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4311972";"31542713";"10.1016/j.ejmech.2019.111676";"2019";"Eur J Med Chem";"183";"111676";"111676";"";"";"";"";"";""
"CHEMBL1003944";"A";"Cytotoxicity against bovine chondrocytes at 0.1 mM after 96 hrs by MTT cell viability assay";"Bos taurus";"19";"19";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"MTT";"";"CHEMBL1140054";"18714981";"10.1021/jm800594c";"2008";"J. Med. Chem.";"51";"5807";"5812";"";"";"";"";"";""
"CHEMBL638950";"A";"Half-life (t1/2) calculated using chymotrypsin cleavage experiment on bovine";"Bos taurus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1124022";"3276890";"10.1021/jm00397a003";"1988";"J. Med. Chem.";"31";"284";"295";"";"";"";"";"";""
"CHEMBL3578549";"A";"Stability of the compound assessed as bovine serum albumin-mediated drug degradation measured as compound remaining after 2 hrs by biochemical assay";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3576788";"25974739";"10.1021/acs.jmedchem.5b00539";"2015";"J. Med. Chem.";"58";"4812";"4821";"";"";"";"";"";""
"CHEMBL939855";"A";"Cytotoxicity against MDBK cells after 3 days by MTS/PMS assay";"Bos taurus";"15";"15";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"MDBK";"";"CHEMBL1140965";"18063227";"10.1016/j.ejmech.2007.10.023";"2008";"Eur. J. Med. Chem.";"43";"1767";"1773";"";"";"";"";"";""
"CHEMBL3773139";"A";"Binding affinity to bovine beta-lactoglobulin assessed as Stern-Volmer quenching constant at 290 K after 10 mins by fluorescence assay";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3769334";"26924214";"10.1016/j.bmc.2016.02.020";"2016";"Bioorg. Med. Chem.";"24";"1504";"1512";"";"";"";"";"";""
"CHEMBL2172885";"A";"Binding affinity to bovine serum albumin beta-antiparallel (1692 to 1680 cm'-1) at 0.5 mM after 2 hrs by FTIR spectroscopic analysis";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL2169873";"22197381";"10.1016/j.ejmech.2011.12.002";"2012";"Eur. J. Med. Chem.";"48";"114";"123";"";"";"";"";"";""
"CHEMBL1639146";"A";"Cytotoxicity against BESM cells after 88 hrs by HTS assay";"Bos taurus";"57";"57";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"BESM";"";"CHEMBL1629460";"20547819";"10.1128/aac.01777-09";"2010";"Antimicrob. Agents Chemother.";"54";"3326";"3334";"";"";"";"";"";""
"CHEMBL3863921";"A";"Binding affinity to BSA assessed as binding constant at 1H-2 resonance by (1)H relaxation dispersion NMR spectroscopy";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3862034";"27933946";"10.1021/acs.jmedchem.6b01110";"2016";"J Med Chem";"59";"10788";"10793";"";"";"";"";"";""
"CHEMBL3863927";"A";"Binding affinity to BSA assessed as dissociation rate constants of the ligand-target complex at 2 mM in absence of L-tryptophan by (1)H relaxation dispersion NMR spectroscopy";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3862034";"27933946";"10.1021/acs.jmedchem.6b01110";"2016";"J Med Chem";"59";"10788";"10793";"";"";"";"";"";""
"CHEMBL2172872";"A";"Binding affinity to bovine serum albumin random coil at 0.5 mM by circular dichroism analysis";"Bos taurus";"2";"2";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL2169873";"22197381";"10.1016/j.ejmech.2011.12.002";"2012";"Eur. J. Med. Chem.";"48";"114";"123";"";"";"";"";"";""
"CHEMBL3256743";"A";"Stability of the compound assessed as calf intestinal adenosine deaminase type 3-mediated deamination in presence of C-ara-A";"Bos taurus";"2";"2";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3244025";"191615";"10.1021/jm00214a040";"1977";"J. Med. Chem.";"20";"612";"613";"";"";"";"";"";""
"CHEMBL4313916";"A";"Binding affinity to bovine serum albumin in phosphate buffer assessed as increase in emission anisotropy at 530 nm at 5 uM measured at pH 8 by fluorescence emission spectrum analysis";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4311972";"31542713";"10.1016/j.ejmech.2019.111676";"2019";"Eur J Med Chem";"183";"111676";"111676";"";"";"";"";"";""
"CHEMBL3375912";"A";"Metabolic stability in cattle serum up to 24 hrs by HPLC analysis";"Bos taurus";"1";"1";"BAO_0000019";"assay format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL3352625";"25247671";"10.1021/jm500771w";"2014";"J. Med. Chem.";"57";"8646";"8651";"";"";"";"";"";""
"CHEMBL639445";"A";"Delta Tm value ( Tmdrug-DNA )-TmDNA ) was obtained for the covalently cross-linked compound in the absence of formaldehyde using calf thymus DNA at 0.1 M";"Bos taurus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1133544";"11101362";"10.1021/jm0003438";"2000";"J. Med. Chem.";"43";"4711";"4720";"";"";"";"";"";""
"CHEMBL2395519";"A";"Cytotoxicity against MDBK cells assessed as growth inhibition after 3 days by MTS assay";"Bos taurus";"49";"49";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"MDBK";"";"CHEMBL2390820";"23665801";"10.1016/j.ejmech.2013.03.054";"2013";"Eur. J. Med. Chem.";"64";"448";"463";"";"";"";"";"";""
"CHEMBL2027696";"A";"Half life in fetal bovine serum at 1 mM by HPLC analysis";"Bos taurus";"1";"1";"BAO_0000366";"cell-free format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL2021810";"22276998";"10.1021/jm201653u";"2012";"J. Med. Chem.";"55";"1500";"1510";"";"";"";"";"";""
"CHEMBL982504";"A";"Drug level in milk of lactating bovine clinical mastitis model at 2.5X10'6 IU, intramammary dosed twice daily for 3 days measured after 12 hrs";"Bos taurus";"1";"1";"BAO_0000218";"organism-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1154401";"17606675";"10.1128/aac.00629-07";"2007";"Antimicrob. Agents Chemother.";"51";"3131";"3135";"";"";"";"";"";""
"CHEMBL3051426";"A";"Inhibition of Bos taurus (bovine) CAT in liver at 300 microM";"Bos taurus";"1";"1";"BAO_0000221";"tissue-based format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"CHEMBL3559723";"Liver";"";"";"CHEMBL3045711";"21476569";"10.1021/jf200485k";"2011";"J Agric Food Chem";"59";"4860";"4867";"";"";"";"";"";""
"CHEMBL2150205";"A";"Cytotoxicity against bovine MDBK cells assessed as cell viability after 72 hrs by MTS/PMS assay";"Bos taurus";"1";"1";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"MDBK";"";"CHEMBL2146401";"22944333";"10.1016/j.bmc.2012.07.028";"2012";"Bioorg. Med. Chem.";"20";"5986";"5991";"";"";"";"";"";""
"CHEMBL940068";"A";"Toxicity in MDBK cells";"Bos taurus";"1";"1";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"MDBK";"";"CHEMBL1145477";"17420215";"10.1128/aac.01494-06";"2007";"Antimicrob. Agents Chemother.";"51";"1962";"1966";"";"";"";"";"";""
"CHEMBL2214140";"A";"Binding affinity to BSA assessed as equilibrium binding constant at pH 7.4 at 304K by fluorescence spectroscopy based Scatchard method";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL2203243";"22863183";"10.1016/j.ejmech.2012.07.015";"2012";"Eur. J. Med. Chem.";"55";"164";"175";"";"";"";"";"";""
"CHEMBL3745062";"A";"Inhibition of cytochrome b-c1 complex bovine heart mitochondrial membranes assessed as reduction in cytochrome c reductase activity using decylubiquinol as substrate at 1 uM by UV-visible spectrophotometric analysis";"Bos taurus";"6";"6";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3739389";"None";"10.1039/C5MD00062A";"2015";"MedChemComm";"6";"1252";"1259";"";"";"";"";"";""
"CHEMBL639452";"A";"Delta Tm value ( Tmdrug-DNA )-TmDNA ) was obtained for the covalently cross-linked compound in the absence of formaldehyde using poly(dA-dC).poly(dG-dT) at 0.25 M";"Bos taurus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1133544";"11101362";"10.1021/jm0003438";"2000";"J. Med. Chem.";"43";"4711";"4720";"";"";"";"";"";""
"CHEMBL1020848";"A";"Cytotoxicity against bovine Bon-Fib cells after 48 hrs";"Bos taurus";"7";"7";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1159320";"11858754";"10.1021/np010206t";"2002";"J. Nat. Prod.";"65";"189";"192";"";"";"";"";"";""
"CHEMBL3366851";"A";"Stability in 25% fetal calf serum assessed as parent compound remaining at 80 uM at 37 degC after 36 hrs by RP-HPLC-UV based detection assay";"Bos taurus";"4";"4";"BAO_0000019";"assay format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL3352762";"24992374";"10.1021/jm500218x";"2014";"J. Med. Chem.";"57";"5965";"5974";"";"";"";"";"";""
"CHEMBL1248936";"A";"Cytotoxicity against MDBK cells after 48 hrs";"Bos taurus";"8";"8";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"MDBK";"";"CHEMBL1240443";"20591538";"10.1016/j.ejmech.2010.05.069";"2010";"Eur. J. Med. Chem.";"45";"4089";"4095";"";"";"";"";"";""
"CHEMBL3745061";"A";"Inhibition of cytochrome b-c1 complex bovine heart mitochondrial membranes assessed as reduction in cytochrome c reductase activity using decylubiquinol as substrate at 100 uM by UV-visible spectrophotometric analysis";"Bos taurus";"6";"6";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3739389";"None";"10.1039/C5MD00062A";"2015";"MedChemComm";"6";"1252";"1259";"";"";"";"";"";""
"CHEMBL1921506";"A";"Binding affinity to bovine serum albumin assessed as decrease in fluorescence intensity at 1.5 x 10'-5 mol/L at pH 7.4 by fluorescence spectroscopy in presence of Mo6+ cations";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1914394";"21561769";"10.1016/j.bmcl.2011.04.026";"2011";"Bioorg. Med. Chem. Lett.";"21";"3798";"3804";"";"";"";"";"";""
"CHEMBL2394411";"A";"Drug metabolism in calf liver microsomes assessed per 4 mg/ml of protein at 2 mM after 24 hrs by LC-MS/MS analysis in presence of 5 mM UDPGA";"Bos taurus";"1";"1";"BAO_0000251";"microsome format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"CHEMBL3559723";"Liver";"";"Microsome";"CHEMBL2390913";"23644195";"10.1016/j.ejmech.2013.03.062";"2013";"Eur. J. Med. Chem.";"64";"121";"128";"";"";"";"";"";""
"CHEMBL3789425";"A";"Protein binding in fetal bovine serum";"Bos taurus";"5";"5";"BAO_0000019";"assay format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL3785006";"26878343";"10.1021/acs.jmedchem.5b01660";"2016";"J. Med. Chem.";"59";"2054";"2066";"";"";"";"";"";""
"CHEMBL856487";"A";"Cytotoxicity against MDBK cells";"Bos taurus";"54";"54";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"MDBK";"";"CHEMBL1137252";"16901692";"10.1016/j.bmcl.2006.07.081";"2006";"Bioorg. Med. Chem. Lett.";"16";"5345";"5349";"";"";"";"";"";""
"CHEMBL4349222";"A";"Cytotoxic activity against cow CPAE cells by MTT assay";"Bos taurus";"1";"1";"BAO_0000219";"cell-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"";"";"CPAE";"";"CHEMBL4346712";"31009908";"10.1016/j.ejmech.2019.04.009";"2019";"Eur J Med Chem";"173";"213";"227";"";"";"";"";"";""
"CHEMBL982503";"A";"Drug level in milk of lactating bovine subclinical mastitis model at 2.5X10'6 IU after 48 hrs";"Bos taurus";"1";"1";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1154401";"17606675";"10.1128/aac.00629-07";"2007";"Antimicrob. Agents Chemother.";"51";"3131";"3135";"";"";"";"";"";""
"CHEMBL3541985";"A";"Cellular uptake in HEK293 cells assessed as bovine OATP1A2-mediated drug uptake at 100 nM by liquid scintillation counting";"Bos taurus";"1";"1";"BAO_0000219";"cell-based format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"HEK293";"";"CHEMBL3525993";"23255551";"10.1124/dmd.112.047910";"2013";"Drug Metab. Dispos.";"41";"602";"607";"";"";"";"";"";""
"CHEMBL2401492";"A";"Cytotoxicity against bovine EBTr cells at 20 to 100 uM after 72 hrs by MTT assay";"Bos taurus";"4";"4";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"EBTr";"";"CHEMBL2396627";"23685181";"10.1016/j.bmc.2013.04.059";"2013";"Bioorg. Med. Chem.";"21";"4432";"4441";"";"";"";"";"";""
"CHEMBL2172870";"A";"Binding affinity to bovine serum albumin by fluorescence quenching assay";"Bos taurus";"2";"2";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL2169873";"22197381";"10.1016/j.ejmech.2011.12.002";"2012";"Eur. J. Med. Chem.";"48";"114";"123";"";"";"";"";"";""
"CHEMBL3366410";"A";"Binding affinity to bovine serum albumin";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3351816";"25162754";"10.1021/jm500743t";"2014";"J. Med. Chem.";"57";"7792";"7797";"";"";"";"";"";""
"CHEMBL1921655";"A";"Binding affinity to bovine serum albumin assessed as decrease in fluorescence intensity at 1.5 x 10'-5 mol/L at pH 7.4 by fluorescence spectroscopy in presence of tryptophane";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1914394";"21561769";"10.1016/j.bmcl.2011.04.026";"2011";"Bioorg. Med. Chem. Lett.";"21";"3798";"3804";"";"";"";"";"";""
"CHEMBL2034530";"A";"Cytotoxicity against bovine primary aortic endothelial cells at 20 ug/mL after 48 hrs by MTT assay";"Bos taurus";"1";"1";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"Endothelial cell";"";"CHEMBL2029337";"22560472";"10.1016/j.bmcl.2012.04.056";"2012";"Bioorg. Med. Chem. Lett.";"22";"3623";"3631";"";"";"";"";"";""
"CHEMBL638951";"A";"Half-life (t1/2) calculated using chymotrypsin cleavage experiment on bovine; NC is not cleaved";"Bos taurus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1124022";"3276890";"10.1021/jm00397a003";"1988";"J. Med. Chem.";"31";"284";"295";"";"";"";"";"";""
"CHEMBL4367095";"A";"Drug isomerization in bovine plasma at 10 uM measured after 20 hrs at 37 degC by LCMS analysis";"Bos taurus";"2";"2";"BAO_0000366";"cell-free format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"CHEMBL3559721";"Plasma";"";"";"CHEMBL4364290";"31252305";"10.1016/j.ejmech.2019.06.042";"2019";"Eur J Med Chem";"179";"133";"146";"";"";"";"";"";""
"CHEMBL1921377";"A";"Binding affinity to bovine serum albumin assessed as quenching constant at pH 7.4 at 298K by fluorescence spectroscopic analysis";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1914394";"21561769";"10.1016/j.bmcl.2011.04.026";"2011";"Bioorg. Med. Chem. Lett.";"21";"3798";"3804";"";"";"";"";"";""
"CHEMBL4275963";"A";"Cytotoxicity against calf heart cells assessed as reduction in cell viability by colorimetric method";"Bos taurus";"53";"53";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4270648";"30218908";"10.1016/j.ejmech.2018.08.009";"2018";"Eur J Med Chem";"158";"214";"235";"";"";"";"";"";""
"CHEMBL1647420";"A";"Binding affinity to bovine serum albumin by equilibrium dialysis assay";"Bos taurus";"3";"3";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1641583";"21131205";"10.1016/j.bmc.2010.11.026";"2011";"Bioorg. Med. Chem.";"19";"287";"294";"";"";"";"";"";""
"CHEMBL1921497";"A";"Binding affinity to bovine serum albumin assessed as binding constant at pH 7.4 at 298K by fluorescence spectroscopic analysis";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1914394";"21561769";"10.1016/j.bmcl.2011.04.026";"2011";"Bioorg. Med. Chem. Lett.";"21";"3798";"3804";"";"";"";"";"";""
"CHEMBL1248374";"A";"Permeability across BBMEC cocultured with rat C6 cell BBB model after 24 hrs in presence of 0.01 ug/ml tacrolimus-506";"Bos taurus";"1";"1";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"C6";"";"CHEMBL1240370";"19995929";"10.1128/aac.01263-09";"2010";"Antimicrob. Agents Chemother.";"54";"1305";"1310";"";"";"";"";"";""
"CHEMBL3859549";"A";"Binding affinity to 150 nM to 1.5 uM bovine serum albumin at 100 uM by 1H NMR method";"Bos taurus";"2";"2";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3856268";"27669815";"10.1021/acs.jmedchem.6b01182";"2016";"J Med Chem";"59";"9560";"9566";"";"";"";"";"";""
"CHEMBL4367094";"A";"Drug isomerization in bovine plasma assessed as cis-isomer formation at 10 uM irradiated with 365 nm light by LCMS analysis";"Bos taurus";"1";"1";"BAO_0000366";"cell-free format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"CHEMBL3559721";"Plasma";"";"";"CHEMBL4364290";"31252305";"10.1016/j.ejmech.2019.06.042";"2019";"Eur J Med Chem";"179";"133";"146";"";"";"";"";"";""
"CHEMBL871506";"A";"Conversion of prodrug to parent drug NAP-TSAO-T catalyzed by bovin serum after 24 hrs";"Bos taurus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1146037";"16913724";"10.1021/jm0606490";"2006";"J. Med. Chem.";"49";"5339";"5351";"";"";"";"";"";""
"CHEMBL639444";"A";"Delta Tm value ( Tmdrug-DNA )-TmDNA ) was obtained for the covalently cross-linked compound in the absence of formaldehyde using calf thymus DNA at 0.05 M";"Bos taurus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1133544";"11101362";"10.1021/jm0003438";"2000";"J. Med. Chem.";"43";"4711";"4720";"";"";"";"";"";""
"CHEMBL3256778";"A";"Induction of cell lysis in ox RBC at 0.375 mM measured at 4 hrs (Rvb = 1.8 %)";"Bos taurus";"2";"2";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"Erythrocyte";"";"CHEMBL3244167";"114658";"10.1021/jm00195a026";"1979";"J. Med. Chem.";"22";"1130";"1133";"";"";"";"";"";""
"CHEMBL2388310";"A";"Binding affinity to bovine serum albumin assessed as decrease in fluorescence intensity by Scatchard plot analysis";"Bos taurus";"3";"3";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL2385037";"23691929";"10.1021/np300464t";"2013";"J. Nat. Prod.";"76";"993";"1000";"";"";"";"";"";""
"CHEMBL2039996";"A";"Drug metabolism assessed as bovine CYP11A1-mediated compound metabolism after 2 mins incubation using compound loaded phospholipid vesicle by reverse phase HPLC";"Bos taurus";"2";"2";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL2034926";"22404326";"10.1021/jm201478e";"2012";"J. Med. Chem.";"55";"3573";"3577";"";"";"";"";"";""
"CHEMBL2172884";"A";"Binding affinity to bovine serum albumin turn (1680 to 1660 cm'-1) at 0.5 mM after 2 hrs by FTIR spectroscopic analysis";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL2169873";"22197381";"10.1016/j.ejmech.2011.12.002";"2012";"Eur. J. Med. Chem.";"48";"114";"123";"";"";"";"";"";""
"CHEMBL3824751";"A";"Cytotoxicity against BAECs assessed as decrease in total intracellular LDH content at 15 mM measured after 3 hrs by LDH assay relative to vehicle control";"Bos taurus";"20";"20";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"BAEC";"";"CHEMBL3822454";"27162124";"10.1016/j.ejmech.2016.04.067";"2016";"Eur. J. Med. Chem.";"119";"197";"217";"";"";"";"";"";""
"CHEMBL2172883";"A";"Binding affinity to bovine serum albumin alpha-helix (1660 to 1650 cm'-1) at 0.5 mM after 2 hrs by FTIR spectroscopic analysis";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL2169873";"22197381";"10.1016/j.ejmech.2011.12.002";"2012";"Eur. J. Med. Chem.";"48";"114";"123";"";"";"";"";"";""
"CHEMBL3256742";"A";"Stability of the compound assessed as calf intestinal adenosine deaminase type 3-mediated deamination";"Bos taurus";"2";"2";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3244025";"191615";"10.1021/jm00214a040";"1977";"J. Med. Chem.";"20";"612";"613";"";"";"";"";"";""
"CHEMBL1023575";"A";"Binding affinity to bovine serum albumin by fluorescence spectroscopy";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1151465";"17967916";"10.1128/aac.00773-07";"2008";"Antimicrob. Agents Chemother.";"52";"183";"191";"";"";"";"";"";""
"CHEMBL3541986";"A";"Cellular uptake in HEK293 cells assessed as bovine OATP1A2-mediated drug uptake at 5 uM by liquid scintillation counting";"Bos taurus";"1";"1";"BAO_0000219";"cell-based format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"HEK293";"";"CHEMBL3525993";"23255551";"10.1124/dmd.112.047910";"2013";"Drug Metab. Dispos.";"41";"602";"607";"";"";"";"";"";""
"CHEMBL4392384";"A";"Prodrug conversion assessed as calf intestinal alkaline phosphatase-mediated compound dephosphorylation by measuring half life by UPLC-MS/MS analysis";"Bos taurus";"1";"1";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4390686";"30938524";"10.1021/acs.jmedchem.9b00002";"2019";"J Med Chem";"62";"3553";"3574";"";"";"";"";"";""
"CHEMBL4232323";"A";"Cytotoxicity against bovine GM07373 cells assessed as reduction in cell viability after 24 to 72 hrs by MTT assay";"Bos taurus";"1";"1";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4229384";"29605809";"10.1016/j.ejmech.2018.03.057";"2018";"Eur J Med Chem";"151";"62";"97";"";"";"";"";"";""
"CHEMBL4180779";"A";"Binding affinity to calf thymus duplex DNA assessed as hypochromic shift at 500 nanometer at 5 uM in presence of 100 mM KCl by UV-vis spectrophotometric analysis relative to control";"Bos taurus";"1";"1";"BAO_0000225";"nucleic acid format";"3";"3 - Target assigned is molecular non-protein target";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4177642";"29089258";"10.1016/j.bmc.2017.10.014";"2017";"Bioorg Med Chem";"25";"6404";"6411";"";"";"";"";"";""
"CHEMBL635098";"A";"Compound was evaluated for the protonation constant by binding to DNA by intercalation in calf thymus.";"Bos taurus";"4";"4";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1125759";"1992157";"10.1021/jm00105a014";"1991";"J. Med. Chem.";"34";"82";"86";"";"";"";"";"";""
